Data set,Method,Fingerprint,Confidence level (%),Recovery Rate,Area Under ROC Curve
BRD3,SB-DFP,ECFP4,99.9999,0.614406779661,0.901420476694915
BRD3,SB-DFP,ECFP4,99.9999,0.563559322034,0.890260377118644
BRD3,SB-DFP,ECFP4,99.9999,0.563559322034,0.852668027542373
BRD3,SB-DFP,ECFP4,99.9999,0.567796610169,0.802221855932203
BRD3,SB-DFP,ECFP4,99.9999,0.60593220339,0.842744086864407
BRD3,SB-DFP,ECFP4,99.9999,0.572033898305,0.892793796610169
BRD3,SB-DFP,ECFP4,99.9999,0.563559322034,0.842964836864407
BRD3,SB-DFP,ECFP4,99.9999,0.572033898305,0.80788344279661
BRD3,SB-DFP,ECFP4,99.9999,0.843220338983,0.98965761440678
BRD3,SB-DFP,ECFP4,99.9999,0.775423728814,0.856421120762712
